"machine-learning","python","neural-network","deep-learning","classification","keras","r","scikit-learn","data-mining","tensorflow","nlp","time-series","dataset","clustering","regression","predictive-modeling","statistics","pandas","lstm","text-mining","cnn","feature-selection","convnet","bigdata","visualization","random-forest","data","data-cleaning","decision-trees","rnn","linear-regression","image-classification","logistic-regression","svm","algorithms","reinforcement-learning","recommender-system","xgboost","cross-validation","computer-vision","training","feature-extraction","feature-engineering","k-means","multiclass-classification","optimization","unsupervised-learning","apache-spark","word2vec","gradient-descent","supervised-learning","preprocessing","prediction","categorical-data","machine-learning-model","word-embeddings","backpropagation","correlation","similarity","loss-function","probability","orange","image-recognition","anomaly-detection","pca","multilabel-classification","convolution","dimensionality-reduction","accuracy","autoencoder","unbalanced-classes","data-science-model","apache-hadoop","beginner","graphs","evaluation","numpy","normalization","naive-bayes-classifier","feature-scaling","model-selection","overfitting","matlab","pytorch","sentiment-analysis","performance","dataframe","ensemble-modeling","sampling","outlier","natural-language-process","nltk","information-retrieval","recurrent-neural-net","gan","forecast","social-network-analysis","missing-data","text","regularization","pyspark","q-learning","topic-model","distance","class-imbalance","plotting","hyperparameter","lda","gpu","databases","forecasting","object-detection","named-entity-recognition","jupyter","bayesian","encoding","distribution","reference-request","confusion-matrix","career","ranking","labels","data-analysis","tools","hyperparameter-tuning","java","terminology","sql","gensim","k-nn","generative-models","data-imputation","audio-recognition","activation-function","binary","sequence","markov-process","theano","weka","association-rules","dqn","object-recognition","gaussian","csv","feature-construction","cost-function","perceptron","transfer-learning","online-learning","metric","kaggle","gbm","matplotlib","dropout","embeddings","scala","rbm","stanford-nlp","distributed","search","parameter-estimation","bayesian-networks","mnist","rstudio","inception","matrix-factorisation","kernel","ipython","tsne","variance","tfidf","sequence-to-sequence","programming","descriptive-statistics","classifier","education","language-model","clusters","weighted-data","scraping","excel","semi-supervised-learning","geospatial","sequential-pattern-mining","self-study","cosine-distance","software-recommendation","data-augmentation","efficiency","parallel","azure-ml","dbscan","seaborn","scalability","map-reduce","research","finance","machine-translation","ab-test","boosting","aws","ocr","definitions","error-handling","genetic-algorithms","data-wrangling","linear-algebra","math","mlp","scoring","theory","mini-batch-gradient-descent","grid-search","parsing","parameter","data-formats","books","similar-documents","smote","bias","policy-gradients","opencv","ggplot2","churn","graphical-model","information-theory","nosql","google","javascript","experiments","marketing","tableau","anaconda","fuzzy-logic","caffe","yolo","deep-network","survival-analysis","methodology","text-generation","batch-normalization","knowledge-base","apache-mahout","aggregation","hierarchical-data-format","market-basket-analysis","ai","open-source","simulation","multitask-learning","learning","json","regex","scipy","estimators","noise","markov-hidden-model","glm","sas","bioinformatics","expectation-maximization","numerical","image-preprocessing","processing","software-development","convergence","interpolation","ensemble","speech-to-text","faster-rcnn","ensemble-learning","gridsearchcv","libsvm","octave","data-stream-mining","mongodb","library","mutual-information","search-engine","vector-space-models","learning-rate","ngrams","tflearn","matrix","neo4j","hive","methods","amazon-ml","score","data.table","monte-carlo","representation","automatic-summarization","predictor-importance","dplyr","epochs","attention-mechanism","metadata","crawling","markov","randomized-algorithms","vc-theory","nvidia","twitter","openai-gym","actor-critic","reshape","vgg16","weight-initialization","probabilistic-programming","apache-pig","c","torch","tokenization","game","pac-learning","cloud-computing","homework","learning-to-rank","annotation","generalization","objective-function","stacked-lstm","indexing","notation","discriminant-analysis","julia","google-prediction-api","manifold","data-leakage","cloud","hardware","colab",".net","usecase","anonymization","state-of-the-art","domain-adaptation","lda-classifier","alex-net","historgram","neural-style-transfer","svr","pipelines","consumerweb","infographics","version-control","featurization","data-product","stata","pgm","jaccard-coefficient","powerbi","etl","management","active-learning","linux","meta-learning","tranformation","keras-rl","anomaly","bayes-error","project-planning","normal-equation","relational-dbms","data-indexing-techniques","genetic","energy","sports","history","redshift","privacy","dirichlet","word","counts","ndcg","fastai","collinearity","orange3","freebase","hog","lsi","apache-kafka","pybrain","competitions","spss","text-filter","rattle","ibm-watson","automation","cs231n","sensors","mcmc","feature-reduction","ml","implementation","chatbot","difference","hbase","reductions","noisification","community","glorot-initialization","self-driving","momentum","nlg","heatmap","spatial-transformer","evolutionary-algorithms","activity-recognition","features","genetic-programming","rbf","neural","code","sound","image-size","imbalanced-learn","image","sagemaker","transformer","hinge-loss","gfnn","pad","lsmt","orange3-imageanalytics","finite-state-machine","lasagne","auto-preprocessing","wearable","humor","domain","acoustic","orange3-network","histogram","smotenc","deepmind","wolfram-language","microsoft-bot-framework","dialog-flow","finite-precision","h2o","dynamic-programming","ridge-regression","discounted-reward","average-reward","3d-reconstruction","gmm","bert"
21,5,5,2,5,0,9,1,7,0,2,1,5,4,1,3,4,0,0,1,0,0,0,6,1,0,0,2,1,0,0,0,1,2,3,1,2,0,0,1,0,1,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10,3,1,13,0,7,3,14,0,3,2,5,8,1,4,4,1,0,3,0,0,1,5,1,1,0,2,1,0,1,2,5,2,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,8,6,3,11,0,10,3,13,0,10,1,6,8,2,3,3,0,0,8,0,2,1,8,2,2,0,3,0,0,1,0,3,4,8,0,0,0,0,0,0,0,0,3,2,2,0,4,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,2,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,18,8,2,15,0,21,2,13,0,6,2,10,9,5,3,4,0,0,11,0,2,1,5,6,4,2,0,2,0,2,1,4,2,2,2,1,0,1,0,0,3,0,1,1,1,0,2,0,1,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,2,1,0,1,0,2,1,2,0,0,0,1,3,0,0,2,0,0,2,0,1,2,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,14,9,5,12,0,18,2,20,0,7,5,5,8,4,7,4,2,0,2,0,5,0,1,1,4,3,5,2,0,5,0,0,1,3,1,1,0,1,1,0,2,0,4,1,2,0,7,0,1,0,0,0,1,0,4,0,2,1,0,0,1,0,2,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,10,6,3,13,0,18,6,11,0,5,5,7,9,1,2,3,0,0,1,0,2,0,7,3,5,6,3,4,1,1,0,4,4,6,4,3,0,1,0,0,2,0,1,2,3,0,1,0,2,0,3,0,0,0,1,0,1,2,1,0,0,0,1,0,1,0,2,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,9,7,0,17,0,16,9,7,0,5,0,6,4,3,12,5,1,0,3,0,1,0,7,1,3,5,1,2,0,1,3,3,1,7,1,1,0,0,1,0,1,0,0,0,2,0,1,0,2,3,0,0,2,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,16,12,1,18,0,9,3,12,0,5,4,5,8,5,7,6,0,0,6,0,4,0,3,7,6,3,1,4,1,3,4,2,7,5,0,4,0,1,1,0,3,0,3,2,2,1,2,0,1,0,3,0,3,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,1,0,0,2,3,0,0,0,0,0,0,1,0,3,0,1,2,0,1,2,2,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,10,10,3,12,0,11,2,15,0,4,2,7,7,5,7,9,1,0,6,0,2,1,2,5,3,3,6,2,0,2,2,1,4,3,0,3,2,2,0,0,2,0,2,7,2,3,4,0,1,1,4,0,2,0,2,1,5,3,0,0,0,1,0,0,4,0,2,1,0,3,0,1,0,2,3,0,1,2,1,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,20,24,8,6,2,20,9,11,4,5,2,3,7,10,14,3,2,0,2,0,3,4,5,1,8,1,5,4,0,7,4,9,5,5,0,4,3,1,2,0,1,4,4,3,3,4,5,0,2,3,3,0,5,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,3,3,0,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,1,0,0,9,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,26,19,9,21,1,20,13,20,4,14,9,4,16,6,21,4,5,0,10,0,1,0,9,5,5,4,2,2,1,1,1,2,5,3,4,1,2,3,2,0,0,0,6,0,1,2,5,3,1,2,0,0,3,0,2,1,2,0,0,1,0,1,1,0,2,0,1,2,2,0,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,3,1,0,0,0,1,0,2,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,24,12,7,9,2,14,2,12,2,10,7,7,11,7,9,13,4,0,9,0,3,2,6,5,4,6,6,5,0,7,5,3,5,1,0,6,2,1,1,0,1,1,6,0,4,3,4,2,4,6,4,0,2,0,2,1,1,1,2,0,2,0,1,0,1,0,3,0,1,2,0,4,2,3,1,0,1,1,2,1,0,0,0,2,1,0,1,2,1,0,1,1,0,0,1,0,2,0,1,0,1,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,1,1,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,24,29,11,19,2,21,18,10,2,12,7,9,12,10,16,8,7,0,8,0,10,1,7,10,7,6,9,2,4,4,2,8,4,6,3,5,3,4,0,0,6,6,5,3,2,2,2,4,0,3,0,0,1,0,3,3,3,1,2,0,3,0,1,2,0,0,4,0,0,1,0,0,4,4,0,0,0,1,0,2,0,1,0,2,1,0,1,0,0,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,3,1,1,2,1,0,0,0,0,1,2,4,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,2,0,0,0,1,4,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
